Paper Number,Paper Venue,Keywords,Paper Link,Authors,Citation (BibTeX),Paper Name,Figure of Widget(s),Size,Quantity,Physicalization,Tangible-Virtual Mapping,Inherent Material Properties,Material Properties,Physical Form,Description of the Physical Form,Functional Shape,Description of the Functional Shape,Manipulation Method,Interaction Type,Interaction Description,Where the Interaction Happens,Input Type of Interaction,Input Description,Task Content,Task Entity's Representation,Description of the Task Entity's Representation,Description of the Output on Task Entity,Task Environment,Task-Interaction-Widget Mapping,Accessible Distance between User and Visualization Widget(s),Impact of Distance Change between User and Visualization Widget(s),Accessible Distance between User and Task Entity,Impact of Distance Change between User and Task Entity,Spatial Integration between Task Entity and Visualization Widget(s),Description of Spatial Integration between Task Entity and Visualization Widget(s)
54,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/2396636.2396674,"Spindler, Martin and B\""{u}schel, Wolfgang and Dachselt, Raimund","@inproceedings{10.1145/2396636.2396674,
author = {Spindler, Martin and B\""{u}schel, Wolfgang and Dachselt, Raimund},
title = {Use your head: tangible windows for 3D information spaces in a tabletop environment},
year = {2012},
isbn = {9781450312097},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2396636.2396674},
doi = {10.1145/2396636.2396674},
abstract = {Tangible Windows are a novel concept for interacting with virtual 3D information spaces in a workbench-like multi-display environment. They allow for performing common 3D interaction tasks in a more accessible manner by combining principles of tangible interaction, head-coupled perspective, and multi-touch techniques. Tangible Windows unify the interaction and representation space in a single device. They either act as physical peepholes into a virtual 3D world or as physical containers for parts of that world and are well-suited for the collaborative exploration and manipulation of such information spaces. One important feature of Tangible Windows is that the use of obtrusive hardware, such as HMDs, is strictly avoided. Instead, lightweight paper-based displays are used. We present different techniques for canonical 3D interaction tasks such as viewport control or object selection and manipulation, based on the combination of independent input modalities. We tested these techniques on a self-developed prototype system and received promising early user feedback.},
booktitle = {Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces},
pages = {245每254},
numpages = {10},
keywords = {3d interaction, fish tank virtual reality, head interaction, head tracking, head-coupled perspective, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible windows},
location = {Cambridge, Massachusetts, USA},
series = {ITS '12}
}",Use your head: tangible windows for 3D information spaces in a tabletop environment,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display ,One-handed,Rotating,Flipping a paper-based display in space for displaying the backside of a 3D virtual object.,above the horizontal surface,Rotation,Physical widget: 1DOF rotation in the space.,Replacing,3D,3D graphic,The content of 3D graphic displayed in the stereoscopic screen.,Stereoscopic screen,Use a plate to replace a 3D graphic by rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Aligned,"1. The paper-based display is in user's hand.
2. The view plane controlled by the paper-based display is aligned with the 3D graphic.
3. The 3D graphic is above the desktop."
54,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/2396636.2396674,"Spindler, Martin and B\""{u}schel, Wolfgang and Dachselt, Raimund","@inproceedings{10.1145/2396636.2396674,
author = {Spindler, Martin and B\""{u}schel, Wolfgang and Dachselt, Raimund},
title = {Use your head: tangible windows for 3D information spaces in a tabletop environment},
year = {2012},
isbn = {9781450312097},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/2396636.2396674},
doi = {10.1145/2396636.2396674},
abstract = {Tangible Windows are a novel concept for interacting with virtual 3D information spaces in a workbench-like multi-display environment. They allow for performing common 3D interaction tasks in a more accessible manner by combining principles of tangible interaction, head-coupled perspective, and multi-touch techniques. Tangible Windows unify the interaction and representation space in a single device. They either act as physical peepholes into a virtual 3D world or as physical containers for parts of that world and are well-suited for the collaborative exploration and manipulation of such information spaces. One important feature of Tangible Windows is that the use of obtrusive hardware, such as HMDs, is strictly avoided. Instead, lightweight paper-based displays are used. We present different techniques for canonical 3D interaction tasks such as viewport control or object selection and manipulation, based on the combination of independent input modalities. We tested these techniques on a self-developed prototype system and received promising early user feedback.},
booktitle = {Proceedings of the 2012 ACM International Conference on Interactive Tabletops and Surfaces},
pages = {245每254},
numpages = {10},
keywords = {3d interaction, fish tank virtual reality, head interaction, head tracking, head-coupled perspective, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible windows},
location = {Cambridge, Massachusetts, USA},
series = {ITS '12}
}",Use your head: tangible windows for 3D information spaces in a tabletop environment,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Positioning,Moving the paper-based display in space for translating the 3D map horizontally.,above the horizontal surface,Position,Physical widget: 2DOF translation horizontally in the space.,Navigating,3D,3D map,The viewpoint position of the 3D map displayed in the stereoscopic screen.,Stereoscopic screen,Use a plate to navigate a 3D map by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Discrete,"1. The paper-based display is in user's hand.
2. The paper-based display is discrete from the 3D map.
3. The 3D map is away from the user."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Positioning,Moving a paper-based display at different height in space for adjusting the level of abstraction.,above the horizontal surface,Position,Physical widget: 1DOF translation in the vertical direction.,Adjusting,2D,2D node link,The level of abstraction of the 2D node link displayed on the paper-based display.,2D display,Use a plate to adjust a 2D node link by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Aligned,"1. The paper-based display is in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is above the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Positioning,Moving a paper-based display at different height in space for adjusting the level of magnification/displacement.,above the horizontal surface,Position,Physical widget: 1DOF translation in the vertical direction.,Adjusting,2D,2D bubble chart,The level of magnification/displacement of the 2D bubble chart displayed on the paper-based display.,2D display,Use a plate to adjust a 2D bubble chart by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Aligned,"1. The paper-based display is in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is above the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Positioning,Moving a paper-based display at different height in space for adjusting the level of sampling.,above the horizontal surface,Position,Physical widget: 1DOF translation in the vertical direction.,Adjusting,2D,2D parallel coordinate,The level of sampling of the 2D parallel coordinates visualization displayed on the paper-based display.,2D display,Use a plate to adjust a 2D parallel coordinate by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Aligned,"1. The paper-based display is in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is above the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Positioning,Moving a paper-based display at different height in space for adjusting the size of matrix subregion.,above the horizontal surface,Position,Physical widget: 1DOF translation in the vertical direction.,Adjusting,2D,2D matrix,The size of matrix subregion of the 2D matrix visualization displayed on the paper-based display.,2D display,Use a plate to adjust a 2D matrix by positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Aligned,"1. The paper-based display is in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is above the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Shaking,Shaking a paper-based display in space for clearing the created matrix subregion.,above the horizontal surface,"Position,Rotation",Physical widget: 3DOF translation and 3DOF rotation in the space.,Modulating,2D,2D matrix,The matrix subregion of the 2D matrix visualization displayed on the paper-based display.,2D display,Use a plate to modulate a 2D matrix by shaking.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Aligned,"1. The paper-based display is in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is above the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Double,Two tangible widgets,N/A,Rigid,No use,Plate,Two lightweight paper-based displays,Planar surface,Two surfaces of the paper-based displays,Asymmetric,Positioning,Neighboring two paper-based displays on desktop/in space for displaying the similarity of two matrix subregions.,"on the horizontal surface,above the horizontal surface","Position,Rotation",Physical widget: 2DOF translation and 1DOF rotation in the plane./Physical widget: 3DOF translation and 3DOF rotation in the space.,Modulating,2D,2D matrix,The color indicated the similarity of two matrix subregions of the 2D matrix visualization displayed on the paper-based display.,2D display,Use two plates to modulate a 2D matrix by coordinated positioning.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Aligned,"1. The paper-based display is on the desktop/in user's hand.
2. The paper-based display is aligned with the 2D visualization.
3. The 2D visualization is on the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Rotating,Rotating a paper-based display orientation in space for changing the time range using to display.,above the horizontal surface,Rotation,Physical widget: 1DOF rotation at the plane of the display surface in the space.,Modulating,3D,3D stacked choropleth map,The time range of the space-time cube visualization displayed on the paper-based display.,2D display,Use a plate to modulate a 3D stacked choropleth map by rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Crossed,"1. The paper-based display is in user's hand.
2. The paper-based display is crossed over the 3D visualization.
3. The 3D visualization is on the desktop."
55,ISS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/1936652.1936684,"Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund","@inproceedings{10.1145/1936652.1936684,
author = {Spindler, Martin and Tominski, Christian and Schumann, Heidrun and Dachselt, Raimund},
title = {Tangible views for information visualization},
year = {2010},
isbn = {9781450303996},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/1936652.1936684},
doi = {10.1145/1936652.1936684},
abstract = {In information visualization, interaction is commonly carried out by using traditional input devices, and visual feedback is usually given on desktop displays. By contrast, recent advances in interactive surface technology suggest combining interaction and display functionality in a single device for a more direct interaction. With our work, we contribute to the seamless integration of interaction and display devices and introduce new ways of visualizing and directly interacting with information. Rather than restricting the interaction to the display surface alone, we explicitly use the physical three-dimensional space above it for natural interaction with multiple displays. For this purpose, we introduce tangible views as spatially aware lightweight displays that can be interacted with by moving them through the physical space on or above a tabletop display's surface. Tracking the 3D movement of tangible views allows us to control various parameters of a visualization with more degrees of freedom. Tangible views also facilitate making multiple -- previously virtual -- views physically ""graspable"". In this paper, we introduce a number of interaction and visualization patterns for tangible views that constitute the vocabulary for performing a variety of common visualization tasks. Several implemented case studies demonstrate the usefulness of tangible views for widely used information visualization approaches and suggest the high potential of this novel approach to support interaction with complex visualizations.},
booktitle = {ACM International Conference on Interactive Tabletops and Surfaces},
pages = {157每166},
numpages = {10},
keywords = {focus + context techniques, interaction techniques, magic lenses, multi-surface user interfaces, multiple views, tabletop displays, tangible views},
location = {Saarbr\""{u}cken, Germany},
series = {ITS '10}
}",Tangible views for information visualization,,Medium,Single,A tangible widget,N/A,Rigid,No use,Plate,A lightweight paper-based display,Planar surface,A surface of the paper-based display,One-handed,Rotating,Flipping a paper-based display in space for switching the color encoding.,above the horizontal surface,Rotation,Physical widget: 3DOF rotation in the space.,Replacing,3D,3D stacked choropleth map,The color encoding of the space-time cube visualization displayed on the paper-based display.,2D display,Use a plate to replace a 3D stacked choropleth map by rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Interaction is possible only if task object is reachable by user.,Crossed,"1. The paper-based display is in user's hand.
2. The paper-based display is crossed over the 3D visualization.
3. The 3D visualization is on the desktop."
56,DIS,Tangible & Interaction,https://dl.acm.org/doi/10.1145/3563657.3596032,"Gong, Weilun and Santosa, Stephanie and Grossman, Tovi and Glueck, Michael and Clarke, Daniel and Lai, Frances","@inproceedings{10.1145/3563657.3596032,
author = {Gong, Weilun and Santosa, Stephanie and Grossman, Tovi and Glueck, Michael and Clarke, Daniel and Lai, Frances},
title = {Affordance-Based and User-Defined Gestures for Spatial Tangible Interaction},
year = {2023},
isbn = {9781450398930},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3563657.3596032},
doi = {10.1145/3563657.3596032},
abstract = {Although mid-air hand gestures have been widely adopted by VR/AR products (e.g., Quest 2 and HoloLens), some drawbacks remain due to their lack of tangibility and tactile feedback. Opportunistic Tangible User Interfaces could address these shortcomings by repurposing existing objects in one's physical environment. However, there has yet to be a systematic investigation of the gestures that would be desirable when using opportunistic objects or how such gestures would be impacted by such objects. In this work, we conducted an elicitation study to investigate the desirability of object and gesture combinations across a variety of interactions. The results contribute (1) an opportunistic tangible UI gesture set for spatial interfaces, and (2) an Affordance-Based Object Selector Scheme that identifies ideal objects for tangible input given a desired input gesture, based on that object's physical affordances. Arising from these findings is the vision of the Adaptive Tangible User Interface, which supports the on-the-fly composition of tangible interfaces based on the affordances found in the physical environment and a user's input task.},
booktitle = {Proceedings of the 2023 ACM Designing Interactive Systems Conference},
pages = {1500每1514},
numpages = {15},
keywords = {Embodied Interaction, Input Technique, Tangible User Interface},
location = {Pittsburgh, PA, USA},
series = {DIS '23}
}",Affordance-Based and User-Defined Gestures for Spatial Tangible Interaction,,Small,Single,A tangible widget,N/A,Elastic,No use,Slender body,A cup,Body,A cup,One-handed,Positioning+Rotating,Moving a cup in space for translating and rotating the 3D graphic.,above the horizontal surface,"Position,Rotation",Physical widget: 3DOF translation and 3DOF rotation in the space.,Translating/Rotating/Scaling,3D,3D graphic,The position and rotation of the 3D graphic displayed in the augmented reality (HMD).,Augmented reality,Use a slender body to translate/rotate/scale a 3D graphic by positioning+rotating.,Reachable,Physical: Interaction is possible only if manipulable entity is grabbed by user.,Reachable,Not impacted within the accessible distance.,Discrete,"1. The cup is in user's hand.
2. The cup is discrete from the 3D graphic.
3. The 3D graphic is above the desktop."
